lat,lon,sst
4.9792,-141.6042,27.5250
4.9792,-141.5625,28.0750
4.9792,-141.5208,27.8950
4.9792,-141.4792,27.7250
4.9792,-141.4375,27.9900
4.9792,-141.3958,28.0750
4.9792,-141.3542,28.0450
4.9792,-141.3125,27.9200
4.9792,-141.2708,27.8300
4.9792,-141.2292,27.7550
4.9792,-141.1875,27.6700
4.9792,-141.1458,27.7450
4.9792,-141.1042,27.6400
4.9792,-141.0625,27.5300
4.9792,-141.0208,27.5300
4.9792,-140.9792,27.5750
4.9792,-140.9375,27.7450
4.9792,-140.8958,28.0750
4.9792,-140.8542,28.1650
4.9792,-140.8125,28.2550
4.9792,-140.7708,28.1350
4.9792,-140.7292,28.0250
4.9792,-140.6875,27.9300
4.9792,-140.6458,27.6350
4.9792,-140.6042,27.9800
4.9792,-140.5625,28.3300
4.9792,-140.5208,28.2550
4.9792,-140.4792,28.2150
4.9792,-140.4375,28.2700
4.9792,-140.3958,28.1150
4.9792,-140.3542,28.0550
4.9792,-140.3125,28.1450
4.9792,-140.2708,28.1100
4.9792,-140.2292,28.0400
4.9792,-140.1875,28.0850
4.9792,-140.1458,27.9450
4.9792,-140.1042,28.0250
4.9792,-140.0625,28.4500
4.9792,-140.0208,28.2750
4.9792,-139.9792,28.6750
4.9792,-139.9375,28.8150
4.9792,-139.8958,28.6250
4.9792,-139.8542,28.6500
4.9792,-139.8125,28.7650
4.9792,-139.7708,28.6600
4.9792,-139.7292,28.3800
4.9792,-139.6875,28.3350
4.9792,-139.6458,28.5200
4.9792,-139.6042,28.5900
4.9792,-139.5625,28.3450
4.9792,-139.5208,28.0900
4.9792,-139.4792,27.9050
4.9792,-139.4375,28.0350
4.9792,-139.3958,28.0650
4.9792,-139.3542,28.1500
4.9792,-139.3125,28.1750
4.9792,-139.2708,28.1900
4.9792,-139.2292,28.1850
4.9792,-139.1875,28.1250
4.9792,-139.1458,28.1150
4.9792,-139.1042,28.0850
4.9792,-139.0625,28.0250
4.9792,-139.0208,28.0000
4.9792,-138.9792,28.0650
4.9792,-138.9375,27.9800
4.9792,-138.8958,27.9700
4.9792,-138.8542,28.0900
4.9792,-138.8125,28.2250
4.9792,-138.7708,28.4100
4.9792,-138.7292,28.2550
4.9792,-138.6875,27.9650
4.9792,-138.6458,27.8800
4.9792,-138.6042,27.4950
4.9792,-138.5625,27.8900
4.9792,-138.5208,28.1050
4.9792,-138.4792,28.2800
4.9792,-138.4375,28.1350
4.9792,-138.3958,28.1500
4.9792,-138.3542,28.2350
4.9792,-138.3125,28.1150
4.9792,-138.2708,28.2400
4.9792,-138.2292,28.3400
4.9792,-138.1875,28.3150
4.9792,-138.1458,28.6000
4.9792,-138.1042,28.5750
4.9792,-138.0625,28.3650
4.9792,-138.0208,28.1700
4.9792,-137.9792,27.6900
4.9792,-137.9375,27.6250
4.9792,-137.8958,28.0800
4.9792,-137.8542,27.5050
4.9792,-137.8125,27.6450
4.9792,-137.7708,27.6550
4.9792,-137.7292,27.9600
4.9792,-137.6875,28.0750
4.9792,-137.6458,28.1250
4.9792,-137.6042,28.1800
4.9792,-137.5625,28.2800
4.9792,-137.5208,28.4100
4.9792,-137.4792,28.4250
4.9792,-137.4375,28.3700
4.9792,-137.3958,28.2450
4.9792,-137.3542,28.2850
4.9792,-137.3125,28.1950
4.9792,-137.2708,28.1000
4.9792,-137.2292,27.9750
4.9792,-137.1875,27.8650
4.9792,-137.1458,27.8750
4.9792,-137.1042,27.7600
4.9792,-137.0625,27.9550
4.9792,-137.0208,28.3050
4.9792,-136.9792,28.2150
4.9792,-136.9375,28.1900
4.9792,-136.8958,28.1350
4.9792,-136.8542,28.0050
4.9792,-136.8125,28.0450
4.9792,-136.7708,28.1200
4.9792,-136.7292,28.5750
4.9792,-136.6875,28.2100
4.9792,-136.6458,28.5350
4.9792,-136.6042,28.3000
4.9792,-136.5625,28.0550
4.9792,-136.5208,28.4900
4.9792,-136.4792,28.6700
4.9792,-136.4375,28.6350
4.9792,-136.3958,28.5500
4.9792,-136.3542,28.2550
4.9792,-136.3125,28.1800
4.9792,-136.2708,28.2000
4.9792,-136.2292,27.8850
4.9792,-136.1875,28.0500
4.9792,-136.1458,28.0100
4.9792,-136.1042,27.8650
4.9792,-136.0625,28.0300
4.9792,-136.0208,28.1150
4.9792,-135.9792,28.0900
4.9792,-135.9375,28.1300
4.9792,-135.8958,28.1250
4.9792,-135.8542,28.0750
4.9792,-135.8125,28.1450
4.9792,-135.7708,28.1550
4.9792,-135.7292,28.1950
4.9792,-135.6875,27.8150
4.9792,-135.6458,27.8150
4.9792,-135.6042,28.1200
4.9792,-135.5625,28.1150
4.9792,-135.5208,27.7600
4.9792,-135.4792,27.9500
4.9792,-135.4375,28.1250
4.9792,-135.3958,28.1800
4.9792,-135.3542,28.1950
4.9792,-135.3125,28.1900
4.9792,-135.2708,28.1400
4.9792,-135.2292,28.3400
4.9792,-135.1875,28.5550
